Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1962-08-09 00:00:00-04:00,0.042048868,0.042048868,0.041546825,0.041546825,652800,0,0
1962-08-10 00:00:00-04:00,0.041546842,0.041860522,0.041546842,0.041797861,960000,0,0
1962-08-13 00:00:00-04:00,0.041797845,0.041797845,0.041546825,0.041546825,422400,0,0
1962-08-14 00:00:00-04:00,0.041672319,0.042550895,0.041672319,0.042550895,998400,0,0
1962-08-15 00:00:00-04:00,0.042927487,0.043429533,0.042927487,0.04317851,1305600,0,0
1962-08-16 00:00:00-04:00,0.04317847,0.043303982,0.042425405,0.042927448,1689600,0,0
1962-08-17 00:00:00-04:00,0.042927448,0.043052959,0.042550917,0.042927448,998400,0,0
1962-08-20 00:00:00-04:00,0.04292746,0.043429505,0.04292746,0.043429505,1075200,0,0
1962-08-21 00:00:00-04:00,0.043429505,0.043492356,0.043303994,0.043429505,1574400,0,0
1962-08-22 00:00:00-04:00,0.043429504,0.043429504,0.042927459,0.043303993,1459200,0,0
1962-08-23 00:00:00-04:00,0.0434295,0.043492351,0.0434295,0.043492351,307200,0,0
1962-08-24 00:00:00-04:00,0.043492351,0.043806224,0.0434295,0.043492351,537600,0,0
1962-08-27 00:00:00-04:00,0.043492383,0.043680748,0.042927487,0.04317851,499200,0,0
1962-08-28 00:00:00-04:00,0.043052938,0.043052938,0.042550895,0.042550895,691200,0,0
1962-08-29 00:00:00-04:00,0.042550926,0.042613776,0.041797857,0.042174391,883200,0,0
1962-08-30 00:00:00-04:00,0.042550937,0.042927468,0.042550937,0.042676445,422400,0,0
1962-08-31 00:00:00-04:00,0.042676415,0.042739268,0.042676415,0.042739268,115200,0,0
1962-09-04 00:00:00-04:00,0.042739278,0.04317847,0.042425405,0.042425405,652800,0,0
1962-09-05 00:00:00-04:00,0.042425405,0.042425405,0.04192336,0.042425405,806400,0,0
1962-09-06 00:00:00-04:00,0.042174404,0.042174404,0.04179787,0.042111553,960000,0,0
1962-09-07 00:00:00-04:00,0.042111546,0.04255093,0.041923374,0.042299908,883200,0,0
1962-09-10 00:00:00-04:00,0.042425409,0.042613771,0.042425409,0.042613771,307200,0,0
1962-09-11 00:00:00-04:00,0.04285395,0.04285395,0.042474735,0.042727545,537600,0.001563,0
1962-09-12 00:00:00-04:00,0.042727539,0.043233157,0.042601134,0.042853944,1075200,0,0
1962-09-13 00:00:00-04:00,0.042601156,0.042601156,0.042095535,0.04247475,499200,0,0
1962-09-14 00:00:00-04:00,0.04247475,0.04247475,0.041969132,0.04247475,460800,0,0
1962-09-17 00:00:00-04:00,0.04247475,0.042727561,0.04222194,0.04247475,460800,0,0
1962-09-18 00:00:00-04:00,0.042474756,0.042853972,0.041842733,0.041842733,921600,0,0
1962-09-19 00:00:00-04:00,0.041842716,0.042095524,0.041337096,0.041716311,768000,0,0
1962-09-20 00:00:00-04:00,0.041716328,0.042095541,0.041147409,0.041210707,883200,0,0
1962-09-21 00:00:00-04:00,0.041210714,0.041210714,0.040325686,0.040325686,921600,0,0
1962-09-24 00:00:00-04:00,0.040262569,0.040262569,0.039946457,0.040262569,1267200,0,0
1962-09-25 00:00:00-04:00,0.040262589,0.040388995,0.039946478,0.039946478,1113600,0,0
1962-09-26 00:00:00-04:00,0.039946451,0.040199261,0.039440833,0.039440833,1113600,0,0
1962-09-27 00:00:00-04:00,0.039440833,0.039693643,0.039440833,0.039440833,499200,0,0
1962-09-28 00:00:00-04:00,0.039440836,0.039820051,0.03931443,0.039693646,691200,0,0
1962-10-01 00:00:00-04:00,0.039693655,0.040957899,0.039188034,0.039251141,1612800,0,0
1962-10-02 00:00:00-04:00,0.039251131,0.040072858,0.039188024,0.03956724,614400,0,0
1962-10-03 00:00:00-04:00,0.039820035,0.040957872,0.039820035,0.040515356,844800,0,0
1962-10-04 00:00:00-04:00,0.040515403,0.040578511,0.040452105,0.040578511,537600,0,0
1962-10-05 00:00:00-04:00,0.040578492,0.041084304,0.040072871,0.041084304,921600,0,0
1962-10-08 00:00:00-04:00,0.041084273,0.041084273,0.040452056,0.041020975,384000,0,0
1962-10-09 00:00:00-04:00,0.041021043,0.041463558,0.04083134,0.041463558,844800,0,0
1962-10-10 00:00:00-04:00,0.041463518,0.042095541,0.041210707,0.041210707,806400,0,0
1962-10-11 00:00:00-04:00,0.041210707,0.041337113,0.040831301,0.041210707,652800,0,0
1962-10-12 00:00:00-04:00,0.040957883,0.040957883,0.040957883,0.040957883,460800,0,0
1962-10-15 00:00:00-04:00,0.040957883,0.041337096,0.040957883,0.040957883,1420800,0,0
1962-10-16 00:00:00-04:00,0.040957883,0.040957883,0.040831284,0.040957883,960000,0,0
1962-10-17 00:00:00-04:00,0.040957888,0.040957888,0.040578478,0.040894587,384000,0,0
1962-10-18 00:00:00-04:00,0.040894565,0.041084269,0.040452052,0.040452052,998400,0,0
1962-10-19 00:00:00-04:00,0.040452071,0.040578476,0.038935214,0.039124724,3955200,0,0
1962-10-22 00:00:00-04:00,0.03906164,0.03906164,0.038176806,0.038871937,2419200,0,0
1962-10-23 00:00:00-04:00,0.038808831,0.038808831,0.037670992,0.037670992,1612800,0,0
1962-10-24 00:00:00-04:00,0.037670972,0.038682405,0.037544567,0.038682405,2035200,0,0
1962-10-25 00:00:00-04:00,0.038682405,0.039188023,0.038682405,0.038682405,883200,0,0
1962-10-26 00:00:00-04:00,0.038682434,0.038682434,0.038050407,0.038366325,537600,0,0
1962-10-29,0.038935206,0.039440824,0.038935206,0.039314419,1344000,0,0
1962-10-30,0.039314416,0.039630525,0.039314416,0.039630525,499200,0,0
1962-10-31,0.039820052,0.040452075,0.039820052,0.040199265,2803200,0,0
1962-11-01,0.040199295,0.040578511,0.039567271,0.040578511,1958400,0,0
1962-11-02,0.04057848,0.041969129,0.04057848,0.041337103,4569600,0,0
1962-11-05,0.04127378,0.04127378,0.040831267,0.04127378,614400,0,0
1962-11-07,0.04121071,0.04121071,0.040831303,0.041084304,1267200,0,0
1962-11-08,0.041084295,0.041147402,0.040831294,0.040831294,729600,0,0
1962-11-09,0.040831303,0.041084304,0.040578492,0.041084304,537600,0,0
1962-11-12,0.041084295,0.041210701,0.040831294,0.040831294,614400,0,0
1962-11-13,0.040957883,0.041337096,0.040957883,0.040957883,921600,0,0
1962-11-14,0.040957883,0.041084285,0.040578474,0.040957883,1344000,0,0
1962-11-15,0.041084304,0.041716331,0.041084304,0.041084304,768000,0,0
1962-11-16,0.041084295,0.041337106,0.040831294,0.040831294,1497600,0,0
1962-11-19,0.040831315,0.040831315,0.039946478,0.039946478,2035200,0,0
1962-11-20,0.039946457,0.040072862,0.039440839,0.040072862,2227200,0,0
1962-11-21,0.040072876,0.040452092,0.040009772,0.040325686,3532800,0,0
1962-11-23,0.040578456,0.041716294,0.040578456,0.04127378,1382400,0,0
1962-11-26,0.041273811,0.04184273,0.041210704,0.041589919,1996800,0,0
1962-11-27,0.041589906,0.041716311,0.041526605,0.041716311,1152000,0,0
1962-11-28,0.042022041,0.042149373,0.041894709,0.041958276,1420800,0.001563,0
1962-11-29,0.042149382,0.042276714,0.042149382,0.042276714,1113600,0,0
1962-11-30,0.042404015,0.043931991,0.042404015,0.043931991,2035200,0,0
1962-12-03,0.04367734,0.04367734,0.043040685,0.043040685,1651200,0,0
1962-12-04,0.043040673,0.044186654,0.043040673,0.043931991,1267200,0,0
1962-12-05,0.044059298,0.044250391,0.044059298,0.044250391,1228800,0,0
1962-12-06,0.043931978,0.043931978,0.043549984,0.043677315,998400,0,0
1962-12-07,0.043677333,0.043804664,0.043550001,0.043804664,921600,0,0
1962-12-10,0.043741092,0.043741092,0.042340253,0.042340253,844800,0,0
1962-12-11,0.042531354,0.04304068,0.042531354,0.042849779,960000,0,0
1962-12-12,0.042849784,0.043040685,0.042786022,0.043040685,883200,0,0
1962-12-13,0.043040676,0.044059326,0.043040676,0.04355,1344000,0,0
1962-12-14,0.043868443,0.044950858,0.043868443,0.044950858,3072000,0,0
1962-12-17,0.044950895,0.045205559,0.044441568,0.0445689,1612800,0,0
1962-12-18,0.044568855,0.044568855,0.044059336,0.044059336,806400,0,0
1962-12-19,0.044059336,0.044314195,0.044059336,0.044059336,921600,0,0
1962-12-20,0.044059322,0.044441509,0.043931991,0.043931991,960000,0,0
1962-12-21,0.043931978,0.044314168,0.043677315,0.043677315,460800,0,0
1962-12-24,0.04367734,0.043804672,0.042786022,0.043040685,1843200,0,0
1962-12-26,0.043295346,0.043550009,0.043295346,0.043295346,652800,0,0
1962-12-27,0.043295336,0.043804663,0.043295336,0.04355,691200,0,0
1962-12-28,0.04354999,0.04354999,0.043359091,0.043422658,652800,0,0
1962-12-31,0.043422658,0.043486423,0.043295326,0.043422658,614400,0,0
1963-01-02,0.043422658,0.043422658,0.043295326,0.043422658,729600,0,0
1963-01-03,0.043422678,0.043486442,0.043040686,0.043486442,921600,0,0
1963-01-04,0.043677386,0.044823563,0.043677386,0.0445689,1420800,0,0
1963-01-07,0.044568859,0.044568859,0.044441527,0.044505097,422400,0,0
1963-01-08,0.044568863,0.044950858,0.044568863,0.044950858,1113600,0,0
1963-01-09,0.044887075,0.044887075,0.044314185,0.044441514,2073600,0,0
1963-01-10,0.044441516,0.04482351,0.044314187,0.044314187,1190400,0,0
1963-01-11,0.04482353,0.045332856,0.04482353,0.045332856,1996800,0,0
1963-01-14,0.045332846,0.046224164,0.045332846,0.045587506,3187200,0,0
1963-01-15,0.04558752,0.046033277,0.04533286,0.045714851,1536000,0,0
1963-01-16,0.04520553,0.04520553,0.044823535,0.044823535,652800,0,0
1963-01-17,0.044823529,0.045332855,0.044823529,0.045078192,1228800,0,0
1963-01-18,0.045205526,0.045460186,0.045205526,0.045205526,960000,0,0
1963-01-21,0.045205525,0.045332856,0.045014428,0.045332856,614400,0,0
1963-01-22,0.045332856,0.045587517,0.044950862,0.045332856,921600,0,0
1963-01-23,0.045332858,0.045332858,0.045078194,0.045205526,307200,0,0
1963-01-24,0.045460157,0.045842152,0.045460157,0.045842152,1075200,0,0
1963-01-25,0.045842167,0.045905929,0.045587504,0.045905929,1382400,0,0
1963-01-28,0.045905914,0.045969484,0.045460157,0.045842152,1958400,0,0
1963-01-29,0.045842161,0.046096824,0.045842161,0.046096824,998400,0,0
1963-01-30,0.04609684,0.046160602,0.045969509,0.046033271,883200,0,0
1963-01-31,0.046033267,0.046033267,0.045842173,0.045969505,1036800,0,0
1963-02-01,0.045969497,0.046351489,0.045969497,0.046351489,1920000,0,0
1963-02-04,0.046478824,0.046733487,0.046478824,0.046542589,883200,0,0
1963-02-05,0.046542606,0.046733504,0.045905948,0.046224181,844800,0,0
1963-02-06,0.046224129,0.047115446,0.046224129,0.047051877,1305600,0,0
1963-02-07,0.047051917,0.047115487,0.046606161,0.046606161,844800,0,0
1963-02-08,0.046733491,0.047306579,0.046733491,0.046733491,1190400,0,0
1963-02-11,0.047115483,0.047561239,0.047115483,0.047561239,1382400,0,0
1963-02-12,0.047497633,0.047497633,0.046988115,0.046988115,921600,0,0
1963-02-13,0.047051902,0.047497658,0.047051902,0.047370329,883200,0,0
1963-02-14,0.047370342,0.047752334,0.047370342,0.047497671,1190400,0,0
1963-02-15,0.047497644,0.047752307,0.047242789,0.047624975,2188800,0,0
1963-02-18,0.047879638,0.048070536,0.047879638,0.047943205,1766400,0,0
1963-02-19,0.047943205,0.047943205,0.047624975,0.047943205,921600,0,0
1963-02-20,0.047752343,0.047752343,0.047370351,0.047688581,537600,0,0
1963-02-21,0.047688547,0.04787964,0.047370317,0.04787964,998400,0,0
1963-02-25,0.047879638,0.047879638,0.047497644,0.047624975,921600,0,0
1963-02-26,0.047624975,0.047752307,0.047497644,0.047624975,345600,0,0
1963-02-27,0.047497662,0.047497662,0.046988143,0.047115475,1651200,0,0
1963-02-28,0.046988133,0.046988133,0.045714821,0.045842152,1536000,0,0
1963-03-01,0.045842173,0.047242818,0.045842173,0.046733491,2112000,0,0
1963-03-04,0.046733489,0.047625003,0.046733489,0.047497671,537600,0,0
1963-03-05,0.047497676,0.047497676,0.046606162,0.047306582,691200,0,0
1963-03-06,0.047306582,0.047306582,0.04724282,0.047306582,230400,0,0
1963-03-07,0.047306578,0.047625003,0.047179246,0.047497671,614400,0,0
1963-03-08,0.047433896,0.047433896,0.047242803,0.047370329,537600,0,0
1963-03-11,0.047716692,0.048229739,0.047524198,0.047716692,1075200,0.001758,0
1963-03-12,0.04771669,0.04816551,0.047588231,0.04784495,806400,0,0
1963-03-13,0.047844963,0.04803726,0.047588244,0.047588244,422400,0,0
1963-03-14,0.047588247,0.048037263,0.047459985,0.047652476,1228800,0,0
1963-03-15,0.047652461,0.047973214,0.04745997,0.047716692,1305600,0,0
1963-03-18,0.047716685,0.047908979,0.047524191,0.047524191,960000,0,0
1963-03-19,0.047524191,0.047908979,0.047524191,0.047524191,1075200,0,0
1963-03-20,0.047588294,0.047909047,0.047588294,0.047909047,499200,0,0
1963-03-21,0.047908985,0.048037247,0.04771669,0.04784495,1152000,0,0
1963-03-22,0.04784495,0.047908985,0.047588231,0.04784495,729600,0,0
1963-03-25,0.048037249,0.048037249,0.047588233,0.047716692,499200,0,0
1963-03-26,0.047716707,0.047909001,0.047588247,0.047652476,652800,0,0
1963-03-27,0.047716719,0.047973242,0.047716719,0.047973242,537600,0,0
1963-03-28,0.047973214,0.048293771,0.047716692,0.047716692,1152000,0,0
1963-03-29,0.047716719,0.048165539,0.047716719,0.047973242,768000,0,0
1963-04-01,0.048101501,0.048742814,0.048101501,0.048486289,1267200,0,0
1963-04-02,0.048358009,0.048358009,0.048101484,0.048229747,883200,0,0
1963-04-03,0.04822973,0.048422024,0.04822973,0.048293762,652800,0,0
1963-04-04,0.048486289,0.048486289,0.048293795,0.048486289,883200,0,0
1963-04-05,0.048486256,0.048550287,0.048293762,0.048293762,576000,0,0
1963-04-08,0.048293762,0.048550287,0.048101468,0.048293762,1152000,0,0
1963-04-09,0.048293778,0.048486272,0.048101484,0.048229747,729600,0,0
1963-04-10,0.048229747,0.048678566,0.048229747,0.048229747,1075200,0,0
1963-04-11,0.048229763,0.048614551,0.048165535,0.048486289,691200,0,0
1963-04-15,0.048486254,0.048678548,0.048293761,0.048614517,960000,0,0
1963-04-16,0.048614517,0.048678548,0.048357992,0.048614517,1036800,0,0
1963-04-17,0.048614533,0.048614533,0.048358008,0.048358008,1267200,0,0
1963-04-18,0.048422057,0.04855032,0.048422057,0.048486289,768000,0,0
1963-04-19,0.048486289,0.048806845,0.048486289,0.048486289,2764800,0,0
